val_cohort,roc_auc,log_loss,pr_auc
2016-02-01..2016-03-01,0.7736995295594332,0.3590879899356979,0.5109431322291271
2016-04-01..2016-05-01,0.9047020607270753,0.15322451549361163,0.5647718861112342
2016-06-01..2016-07-01,0.9214760117277363,0.12448432182587567,0.5656597631492075
2016-08-01..2016-09-01,0.9207837207856915,0.12042590554273867,0.5806110901925318
