val_cohort,roc_auc,log_loss,pr_auc
2016-02-01..2016-03-01,0.8187267552607358,0.3514776942454987,0.5269194386286421
2016-04-01..2016-05-01,0.9119448424024488,0.14856686134456906,0.5805312679888659
2016-06-01..2016-07-01,0.9236890824921359,0.12314071588754141,0.5744311232701318
2016-08-01..2016-09-01,0.9216409877977579,0.12426697433041498,0.5312790731836009
