val_cohort,roc_auc,log_loss,pr_auc
2016-02-01..2016-03-01,0.8432132338737685,0.356434535046962,0.5402489443859328
2016-04-01..2016-05-01,0.9118535501196952,0.1495436935108223,0.5735354393712443
2016-06-01..2016-07-01,0.9209378699122469,0.12407231349654353,0.5657666789113662
2016-08-01..2016-09-01,0.9195281816847589,0.11826553033925334,0.5858801274916899
